chromosome,start,end,value
chr1,114000000,114999999,0.002801
chr1,115000000,115999999,0.003031
chr1,116000000,116999999,0.003548
chr1,117000000,117999999,0.003108
chr1,118000000,118999999,0.002827
chr1,119000000,119999999,0.003248
chr1,120000000,120999999,0.004072
chr1,121000000,121999999,0.001831
chr1,141000000,141999999,0.013649
chr1,142000000,142999999,0.014293
chr1,143000000,143999999,0.00855
chr1,144000000,144999999,0.005514
chr1,145000000,145999999,0.003727
chr1,146000000,146999999,0.007468
chr1,147000000,147999999,0.008692
chr1,148000000,148999999,0.003204
chr1,149000000,149999999,0.002434
chr1,150000000,150999999,0.004709
chr1,151000000,151999999,0.004822
chr1,152000000,152999999,0.00242
chr1,153000000,153999999,0.002342
chr1,154000000,154999999,0.002507
chr1,155000000,155999999,0.004392
chr1,156000000,156999999,0.005049
chr1,157000000,157999999,0.005888
chr1,158000000,158999999,0.003258
chr1,159000000,159999999,0.004613
chr1,160000000,160999999,0.00374
chr1,161000000,161999999,0.004416
chr1,162000000,162999999,0.003792
chr1,163000000,163999999,0.00353
chr1,164000000,164999999,0.004134
chr1,165000000,165999999,0.003106
chr1,166000000,166999999,0.003486
chr1,167000000,167999999,0.004346
chr1,168000000,168999999,0.003382
chr1,169000000,169999999,0.003718
chr1,170000000,170999999,0.002713
chr1,171000000,171999999,0.002545
chr1,172000000,172999999,0.002194
chr1,173000000,173999999,0.003019
chr1,174000000,174999999,0.00245
chr1,175000000,175999999,0.002588
chr1,176000000,176999999,0.002679
chr1,177000000,177999999,0.00344
chr1,178000000,178999999,0.002767
chr1,179000000,179999999,0.002998
chr1,180000000,180999999,0.003003
chr1,181000000,181999999,0.003252
chr1,182000000,182999999,0.002561
chr1,183000000,183999999,0.002241
chr1,184000000,184999999,0.002501
chr1,185000000,185999999,0.003346
chr1,186000000,186999999,0.004148
chr1,187000000,187999999,0.002996
chr1,188000000,188999999,0.003281
chr1,189000000,189999999,0.002964
chr1,190000000,190999999,0.002794
chr1,191000000,191999999,0.002504
chr1,192000000,192999999,0.003768
chr1,193000000,193999999,0.003041
chr1,194000000,194999999,0.003124
chr1,195000000,195999999,0.003001
chr1,196000000,196999999,0.002877
chr1,197000000,197999999,0.002768
chr1,198000000,198999999,0.003241
chr1,199000000,199999999,0.00363
chr1,200000000,200999999,0.002923
chr1,201000000,201999999,0.003193
chr1,202000000,202999999,0.00338
chr1,203000000,203999999,0.003283
chr1,204000000,204999999,0.002768
chr1,205000000,205999999,0.00337
chr1,206000000,206999999,0.003124
chr1,207000000,207999999,0.003157
chr1,208000000,208999999,0.003402
chr1,209000000,209999999,0.003076
chr1,210000000,210999999,0.003229
chr1,211000000,211999999,0.002832
chr1,212000000,212999999,0.002992
chr1,213000000,213999999,0.002693
chr1,214000000,214999999,0.00326
chr1,215000000,215999999,0.003847
chr1,216000000,216999999,0.00371
chr1,217000000,217999999,0.003323
chr1,218000000,218999999,0.002854
chr1,219000000,219999999,0.003061
chr1,220000000,220999999,0.002704
chr1,221000000,221999999,0.002787
chr1,222000000,222999999,0.00389
chr1,223000000,223999999,0.002973
chr1,224000000,224999999,0.00295
chr1,225000000,225999999,0.003381
chr1,226000000,226999999,0.002765
chr1,227000000,227999999,0.003256
chr1,228000000,228999999,0.003809
chr1,229000000,229999999,0.002904
chr1,230000000,230999999,0.003775
chr1,231000000,231999999,0.003453
chr1,232000000,232999999,0.003872
chr1,233000000,233999999,0.002908
chr1,234000000,234999999,0.004532
chr1,235000000,235999999,0.003805
chr1,236000000,236999999,0.004026
chr1,237000000,237999999,0.003056
chr1,238000000,238999999,0.003765
chr1,239000000,239999999,0.0034
chr1,240000000,240999999,0.00477
chr1,241000000,241999999,0.003999
chr1,242000000,242999999,0.003222
chr1,243000000,243999999,0.003732
chr1,244000000,244999999,0.004638
chr1,245000000,245999999,0.00381
chr1,246000000,246999999,0.004754
chr1,247000000,247999999,0.000558
chr2,0,999999,0.003775
chr2,1000000,1999999,0.004488
chr2,2000000,2999999,0.00321
chr2,3000000,3999999,0.003696
chr2,4000000,4999999,0.003152
chr2,5000000,5999999,0.003239
chr2,6000000,6999999,0.003688
chr2,7000000,7999999,0.002917
chr2,8000000,8999999,0.002605
chr2,9000000,9999999,0.003052
chr2,10000000,10999999,0.003906
chr2,11000000,11999999,0.002934
chr2,12000000,12999999,0.003069
chr2,13000000,13999999,0.003492
chr2,14000000,14999999,0.003035
chr2,15000000,15999999,0.003174
chr2,16000000,16999999,0.002778
chr2,17000000,17999999,0.002659
chr2,18000000,18999999,0.003132
chr2,19000000,19999999,0.003179
chr2,20000000,20999999,0.002902
chr2,21000000,21999999,0.004137
chr2,22000000,22999999,0.002932
chr2,23000000,23999999,0.004895
chr2,24000000,24999999,0.002904
chr2,25000000,25999999,0.002197
chr2,26000000,26999999,0.00259
chr2,27000000,27999999,0.002009
chr2,28000000,28999999,0.002479
chr2,29000000,29999999,0.004577
chr2,30000000,30999999,0.00432
chr2,31000000,31999999,0.003521
chr2,32000000,32999999,0.00206
chr2,33000000,33999999,0.004314
chr2,34000000,34999999,0.004482
chr2,35000000,35999999,0.004542
chr2,36000000,36999999,0.004334
chr2,37000000,37999999,0.003728
chr2,38000000,38999999,0.003253
chr2,39000000,39999999,0.002597
chr2,40000000,40999999,0.003752
chr2,41000000,41999999,0.003992
chr2,42000000,42999999,0.003015
chr2,43000000,43999999,0.004065
chr2,44000000,44999999,0.002708
chr2,45000000,45999999,0.004107
chr2,46000000,46999999,0.003063
chr2,47000000,47999999,0.003278
chr2,48000000,48999999,0.002765
chr2,49000000,49999999,0.003251
chr2,50000000,50999999,0.003121
chr2,51000000,51999999,0.004561
chr2,52000000,52999999,0.003857
chr2,53000000,53999999,0.003309
chr2,54000000,54999999,0.003119
chr2,55000000,55999999,0.003131
chr2,56000000,56999999,0.003323
chr2,57000000,57999999,0.003152
chr2,58000000,58999999,0.002031
chr2,59000000,59999999,0.002689
chr2,60000000,60999999,0.002525
chr2,61000000,61999999,0.002368
chr2,62000000,62999999,0.002044
chr2,63000000,63999999,0.001666
chr2,64000000,64999999,0.002682
chr2,65000000,65999999,0.003219
chr2,66000000,66999999,0.002545
chr2,67000000,67999999,0.003194
chr2,68000000,68999999,0.002919
chr2,69000000,69999999,0.002537
chr2,70000000,70999999,0.003167
chr2,71000000,71999999,0.00313
chr2,72000000,72999999,0.001812
chr2,73000000,73999999,0.002528
chr2,74000000,74999999,0.002591
chr2,75000000,75999999,0.00286
chr2,76000000,76999999,0.003377
chr2,77000000,77999999,0.003224
chr2,78000000,78999999,0.00262
chr2,79000000,79999999,0.003523
chr2,80000000,80999999,0.002815
chr2,81000000,81999999,0.002561
chr2,82000000,82999999,0.002297
chr2,83000000,83999999,0.002555
chr2,84000000,84999999,0.002556
chr2,85000000,85999999,0.002557
chr2,86000000,86999999,0.002424
chr2,87000000,87999999,0.004466
chr2,88000000,88999999,0.00258
chr2,89000000,89999999,0.004579
chr2,90000000,90999999,0.001184
chr2,91000000,91999999,0.014081
chr2,94000000,94999999,0.001637
chr2,95000000,95999999,0.002293
chr2,96000000,96999999,0.001692
chr2,97000000,97999999,0.004004
chr2,98000000,98999999,0.001975
chr2,99000000,99999999,0.002422
chr2,100000000,100999999,0.003534
chr2,101000000,101999999,0.002592
chr2,102000000,102999999,0.00348
chr2,103000000,103999999,0.002122
chr2,104000000,104999999,0.002129
chr2,105000000,105999999,0.003402
chr2,106000000,106999999,0.003526
chr2,107000000,107999999,0.003493
chr2,108000000,108999999,0.003539
chr2,109000000,109999999,0.002873
chr2,110000000,110999999,0.002492
chr2,111000000,111999999,0.003039
chr2,112000000,112999999,0.004312
chr2,113000000,113999999,0.005337
chr2,114000000,114999999,0.00524
chr2,115000000,115999999,0.003182
chr2,116000000,116999999,0.003526
chr2,117000000,117999999,0.003232
chr2,118000000,118999999,0.004276
chr2,119000000,119999999,0.003467
chr2,120000000,120999999,0.002195
chr2,121000000,121999999,0.002994
chr2,122000000,122999999,0.002624
chr2,123000000,123999999,0.003696
chr2,124000000,124999999,0.003196
chr2,125000000,125999999,0.002948
chr2,126000000,126999999,0.002998
chr2,127000000,127999999,0.003524
chr2,128000000,128999999,0.002969
chr2,129000000,129999999,0.003757
chr2,130000000,130999999,0.004831
chr2,131000000,131999999,0.003808
chr2,132000000,132999999,0.007003
chr2,133000000,133999999,0.00265
chr2,134000000,134999999,0.003311
chr2,135000000,135999999,0.001852
chr2,136000000,136999999,0.00251
chr2,137000000,137999999,0.003323
chr2,138000000,138999999,0.002764
chr2,139000000,139999999,0.003015
chr2,140000000,140999999,0.003059
chr2,141000000,141999999,0.00385
chr2,142000000,142999999,0.003003
chr2,143000000,143999999,0.002497
chr2,144000000,144999999,0.001698
chr2,145000000,145999999,0.001964
chr2,146000000,146999999,0.002162
chr2,147000000,147999999,0.001733
chr2,148000000,148999999,0.002345
chr2,149000000,149999999,0.002721
chr2,150000000,150999999,0.00551
chr2,151000000,151999999,0.003135
chr2,152000000,152999999,0.004296
chr2,153000000,153999999,0.004557
chr2,154000000,154999999,0.004707
chr2,155000000,155999999,0.00275
chr2,156000000,156999999,0.005027
chr2,157000000,157999999,0.003645
chr2,158000000,158999999,0.004776
chr2,159000000,159999999,0.003503
chr2,160000000,160999999,0.003186
chr2,161000000,161999999,0.003415
chr2,162000000,162999999,0.001942
chr2,163000000,163999999,0.002594
chr2,164000000,164999999,0.002424
chr2,165000000,165999999,0.002582
chr2,166000000,166999999,0.003408
chr2,167000000,167999999,0.002897
chr2,168000000,168999999,0.003134
chr2,169000000,169999999,0.003139
chr2,170000000,170999999,0.003409
chr2,171000000,171999999,0.002759
chr2,172000000,172999999,0.002828
chr2,173000000,173999999,0.003235
chr2,174000000,174999999,0.002761
chr2,175000000,175999999,0.002638
chr2,176000000,176999999,0.00278
chr2,177000000,177999999,0.002997
chr2,178000000,178999999,0.003177
chr2,179000000,179999999,0.002424
chr2,180000000,180999999,0.003208
chr2,181000000,181999999,0.002792
chr2,182000000,182999999,0.002585
chr2,183000000,183999999,0.002916
chr2,184000000,184999999,0.002953
chr2,185000000,185999999,0.002239
chr2,186000000,186999999,0.002324
chr2,187000000,187999999,0.002637
chr2,188000000,188999999,0.002685
chr2,189000000,189999999,0.002327
chr2,190000000,190999999,0.003086
chr2,191000000,191999999,0.002516
chr2,192000000,192999999,0.002615
chr2,193000000,193999999,0.002274
chr2,194000000,194999999,0.002379
chr2,195000000,195999999,0.002824
chr2,196000000,196999999,0.002761
chr2,197000000,197999999,0.002201
chr2,198000000,198999999,0.00195
chr2,199000000,199999999,0.002506
chr2,200000000,200999999,0.002052
chr2,201000000,201999999,0.002487
chr2,202000000,202999999,0.002379
chr2,203000000,203999999,0.001588
chr2,204000000,204999999,0.002566
chr2,205000000,205999999,0.002607
chr2,206000000,206999999,0.002591
chr2,207000000,207999999,0.002622
chr2,208000000,208999999,0.002954
chr2,209000000,209999999,0.002908
chr2,210000000,210999999,0.002136
chr2,211000000,211999999,0.002954
chr2,212000000,212999999,0.003359
chr2,213000000,213999999,0.002732
chr2,214000000,214999999,0.00273
chr2,215000000,215999999,0.003225
chr2,216000000,216999999,0.003005
chr2,217000000,217999999,0.00324
chr2,218000000,218999999,0.002978
chr2,219000000,219999999,0.002479
chr2,220000000,220999999,0.003209
chr2,221000000,221999999,0.002911
chr2,222000000,222999999,0.002584
chr2,223000000,223999999,0.002989
chr2,224000000,224999999,0.003192
chr2,225000000,225999999,0.002962
chr2,226000000,226999999,0.002454
chr2,227000000,227999999,0.002748
chr2,228000000,228999999,0.003322
chr2,229000000,229999999,0.002844
chr2,230000000,230999999,0.003024
chr2,231000000,231999999,0.002889
chr2,232000000,232999999,0.002886
chr2,233000000,233999999,0.003164
chr2,234000000,234999999,0.004401
chr2,235000000,235999999,0.003745
chr2,236000000,236999999,0.002878
chr2,237000000,237999999,0.003109
chr2,238000000,238999999,0.003319
chr2,239000000,239999999,0.003044
chr2,240000000,240999999,0.003734
chr2,241000000,241999999,0.003384
chr2,242000000,242999999,0.002513
chr3,0,999999,0.005685
chr3,1000000,1999999,0.00724
chr3,2000000,2999999,0.004974
chr3,3000000,3999999,0.007015
chr3,4000000,4999999,0.006927
chr3,5000000,5999999,0.004745
chr3,6000000,6999999,0.005377
chr3,7000000,7999999,0.004224
chr3,8000000,8999999,0.005239
chr3,9000000,9999999,0.003109
chr3,10000000,10999999,0.004112
chr3,11000000,11999999,0.003386
chr3,12000000,12999999,0.003737
chr3,13000000,13999999,0.003627
chr3,14000000,14999999,0.004072
chr3,15000000,15999999,0.003674
chr3,16000000,16999999,0.003497
chr3,17000000,17999999,0.002322
chr3,18000000,18999999,0.003288
chr3,19000000,19999999,0.002159
chr3,20000000,20999999,0.003297
chr3,21000000,21999999,0.004738
chr3,22000000,22999999,0.003851
chr3,23000000,23999999,0.002879
chr3,24000000,24999999,0.003123
chr3,25000000,25999999,0.002953
chr3,26000000,26999999,0.003396
chr3,27000000,27999999,0.003505
chr3,28000000,28999999,0.002525
chr3,29000000,29999999,0.003509
chr3,30000000,30999999,0.003421
chr3,31000000,31999999,0.002836
chr3,32000000,32999999,0.003132
chr3,33000000,33999999,0.002163
chr3,34000000,34999999,0.002721
chr3,35000000,35999999,0.002326
chr3,36000000,36999999,0.002761
chr3,37000000,37999999,0.002864
chr3,38000000,38999999,0.003303
chr3,39000000,39999999,0.003251
chr3,40000000,40999999,0.002213
chr3,41000000,41999999,0.003081
chr3,42000000,42999999,0.002702
chr3,43000000,43999999,0.002178
chr3,44000000,44999999,0.002006
chr3,45000000,45999999,0.003126
chr3,46000000,46999999,0.002992
chr3,47000000,47999999,0.001685
chr3,48000000,48999999,0.001801
chr3,49000000,49999999,0.001837
chr3,50000000,50999999,0.002242
chr3,51000000,51999999,0.001703
chr3,52000000,52999999,0.002043
chr3,53000000,53999999,0.002843
chr3,54000000,54999999,0.002802
chr3,55000000,55999999,0.003173
chr3,56000000,56999999,0.00291
chr3,57000000,57999999,0.002521
chr3,58000000,58999999,0.002728
chr3,59000000,59999999,0.003707
chr3,60000000,60999999,0.004387
chr3,61000000,61999999,0.003109
chr3,62000000,62999999,0.003082
chr3,63000000,63999999,0.003104
chr3,64000000,64999999,0.003531
chr3,65000000,65999999,0.003396
chr3,66000000,66999999,0.002565
chr3,67000000,67999999,0.00336
chr3,68000000,68999999,0.003323
chr3,69000000,69999999,0.003476
chr3,70000000,70999999,0.002818
chr3,71000000,71999999,0.002532
chr3,72000000,72999999,0.002982
chr3,73000000,73999999,0.003577
chr3,74000000,74999999,0.003489
chr3,75000000,75999999,0.006099
chr3,76000000,76999999,0.003373
chr3,77000000,77999999,0.002892
chr3,78000000,78999999,0.002477
chr3,79000000,79999999,0.002343
chr3,80000000,80999999,0.002637
chr3,81000000,81999999,0.002535
chr3,82000000,82999999,0.002458
chr3,83000000,83999999,0.002116
chr3,84000000,84999999,0.002534
chr3,85000000,85999999,0.002638
chr3,86000000,86999999,0.002583
chr3,87000000,87999999,0.002807
chr3,88000000,88999999,0.003096
chr3,89000000,89999999,0.002091
chr3,90000000,90999999,0.000889
chr3,94000000,94999999,0.001578
chr3,95000000,95999999,0.004622
chr3,96000000,96999999,0.004662
chr3,97000000,97999999,0.005192
chr3,98000000,98999999,0.004181
chr3,99000000,99999999,0.006546
chr3,100000000,100999999,0.00614
chr3,101000000,101999999,0.004646
chr3,102000000,102999999,0.003452
chr3,103000000,103999999,0.002694
chr3,104000000,104999999,0.00547
chr3,105000000,105999999,0.003342
chr3,106000000,106999999,0.003701
chr3,107000000,107999999,0.003476
chr3,108000000,108999999,0.003892
chr3,109000000,109999999,0.003846
chr3,110000000,110999999,0.003521
chr3,111000000,111999999,0.003297
chr3,112000000,112999999,0.003225
chr3,113000000,113999999,0.003822
chr3,114000000,114999999,0.002828
chr3,115000000,115999999,0.002254
chr3,116000000,116999999,0.002189
chr3,117000000,117999999,0.003079
chr3,118000000,118999999,0.002882
chr3,119000000,119999999,0.002724
chr3,120000000,120999999,0.00316
chr3,121000000,121999999,0.002492
chr3,122000000,122999999,0.002451
chr3,123000000,123999999,0.002934
chr3,124000000,124999999,0.002729
chr3,125000000,125999999,0.003279
chr3,126000000,126999999,0.003506
chr3,127000000,127999999,0.003727
chr3,128000000,128999999,0.00269
chr3,129000000,129999999,0.002757
chr3,130000000,130999999,0.002164
chr3,131000000,131999999,0.003576
chr3,132000000,132999999,0.002283
chr3,133000000,133999999,0.002951
chr3,134000000,134999999,0.0031
chr3,135000000,135999999,0.002591
chr3,136000000,136999999,0.002792
chr3,137000000,137999999,0.001799
chr3,138000000,138999999,0.002607
chr3,139000000,139999999,0.002128
chr3,140000000,140999999,0.002501
chr3,141000000,141999999,0.002826
chr3,142000000,142999999,0.002343
chr3,143000000,143999999,0.002173
chr3,144000000,144999999,0.002798
chr3,145000000,145999999,0.002756
chr3,146000000,146999999,0.003141
chr3,147000000,147999999,0.003319
chr3,148000000,148999999,0.002031
chr3,149000000,149999999,0.00279
chr3,150000000,150999999,0.003095
chr3,151000000,151999999,0.00238
chr3,152000000,152999999,0.002607
chr3,153000000,153999999,0.002521
chr3,154000000,154999999,0.003054
chr3,155000000,155999999,0.00243
chr3,156000000,156999999,0.002264
chr3,157000000,157999999,0.002487
chr3,158000000,158999999,0.002586
chr3,159000000,159999999,0.002441
chr3,160000000,160999999,0.002608
chr3,161000000,161999999,0.002155
chr3,162000000,162999999,0.002716
chr3,163000000,163999999,0.003824
chr3,164000000,164999999,0.003246
chr3,165000000,165999999,0.003191
chr3,166000000,166999999,0.002175
chr3,167000000,167999999,0.002736
chr3,168000000,168999999,0.001998
chr3,169000000,169999999,0.002454
chr3,170000000,170999999,0.00272
chr3,171000000,171999999,0.00246
chr3,172000000,172999999,0.002761
chr3,173000000,173999999,0.002911
chr3,174000000,174999999,0.002654
chr3,175000000,175999999,0.002866
chr3,176000000,176999999,0.003045
chr3,177000000,177999999,0.002939
chr3,178000000,178999999,0.002919
chr3,179000000,179999999,0.002412
chr3,180000000,180999999,0.002571
chr3,181000000,181999999,0.002416
chr3,182000000,182999999,0.00192
chr3,183000000,183999999,0.002178
chr3,184000000,184999999,0.002824
chr3,185000000,185999999,0.003143
chr3,186000000,186999999,0.002335
chr3,187000000,187999999,0.002946
chr3,188000000,188999999,0.003457
chr3,189000000,189999999,0.002863
chr3,190000000,190999999,0.003019
chr3,191000000,191999999,0.003648
chr3,192000000,192999999,0.003811
chr3,193000000,193999999,0.0031
chr3,194000000,194999999,0.003017
chr3,195000000,195999999,0.003433
chr3,196000000,196999999,0.004658
chr3,197000000,197999999,0.003735
chr3,198000000,198999999,0.003499
chr3,199000000,199999999,0.001863
