chromosome,start,end,value
chr1,18600000,18699999,0.0036
chr1,18700000,18799999,0.00358
chr1,18800000,18899999,0.003
chr1,18900000,18999999,0.00478
chr1,19000000,19099999,0.00409
chr1,19100000,19199999,0.00429
chr1,19200000,19299999,0.004
chr1,19300000,19399999,0.00223
chr1,19400000,19499999,0.00316
chr1,19500000,19599999,0.0044
chr1,19600000,19699999,0.00416
chr1,19700000,19799999,0.004
chr1,19800000,19899999,0.00415
chr1,19900000,19999999,0.00258
chr1,20000000,20099999,0.00364
chr1,20100000,20199999,0.00382
chr1,20200000,20299999,0.00391
chr1,20300000,20399999,0.00251
chr1,20400000,20499999,0.00369
chr1,20500000,20599999,0.00267
chr1,20600000,20699999,0.00238
chr1,20700000,20799999,0.00427
chr1,20800000,20899999,0.00488
chr1,20900000,20999999,0.00282
chr1,21000000,21099999,0.00265
chr1,21100000,21199999,0.00231
chr1,21200000,21299999,0.00246
chr1,21300000,21399999,0.0026
chr1,21400000,21499999,0.00486
chr1,21500000,21599999,0.00441
chr1,21600000,21699999,0.00613
chr1,21700000,21799999,0.00371
chr1,21800000,21899999,0.00382
chr1,21900000,21999999,0.00272
chr1,22000000,22099999,0.00294
chr1,22100000,22199999,0.00557
chr1,22200000,22299999,0.00611
chr1,22300000,22399999,0.00389
chr1,22400000,22499999,0.00437
chr1,22500000,22599999,0.00273
chr1,22600000,22699999,0.00272
chr1,22700000,22799999,0.00278
chr1,22800000,22899999,0.00381
chr1,22900000,22999999,0.00315
chr1,23000000,23099999,0.00389
chr1,23100000,23199999,0.00314
chr1,23200000,23299999,0.00236
chr1,23300000,23399999,0.00271
chr1,23400000,23499999,0.00287
chr1,23500000,23599999,0.00292
chr1,23600000,23699999,0.00293
chr1,23700000,23799999,0.00358
chr1,23800000,23899999,0.00246
chr1,23900000,23999999,0.0023
chr1,24000000,24099999,0.00417
chr1,24100000,24199999,0.00308
chr1,24200000,24299999,0.00429
chr1,24300000,24399999,0.00318
chr1,24400000,24499999,0.00448
chr1,24500000,24599999,0.00307
chr1,24600000,24699999,0.00324
chr1,24700000,24799999,0.0036
chr1,24800000,24899999,0.00282
chr1,24900000,24999999,0.00212
chr1,25000000,25099999,0.00299
chr1,25100000,25199999,0.00288
chr1,25200000,25299999,0.00453
chr1,25300000,25399999,0.00326
chr1,25400000,25499999,0.00385
chr1,25500000,25599999,0.00497
chr1,25600000,25699999,0.00329
chr1,25700000,25799999,0.00148
chr1,25800000,25899999,0.00285
chr1,25900000,25999999,0.00265
chr1,26000000,26099999,0.0029
chr1,26100000,26199999,0.00318
chr1,26200000,26299999,0.0032
chr1,26300000,26399999,0.00276
chr1,26400000,26499999,0.00354
chr1,26500000,26599999,0.0037
chr1,26600000,26699999,0.00257
chr1,26700000,26799999,0.00253
chr1,26800000,26899999,0.00142
chr1,26900000,26999999,0.00123
chr1,27000000,27099999,0.00163
chr1,27100000,27199999,0.00223
chr1,27200000,27299999,0.00265
chr1,27300000,27399999,0.00234
chr1,27400000,27499999,0.00158
chr1,27500000,27599999,0.00176
chr1,27600000,27699999,0.00209
chr1,27700000,27799999,0.00117
chr1,27800000,27899999,0.00265
chr1,27900000,27999999,0.00226
chr1,28000000,28099999,0.00317
chr1,28100000,28199999,0.00345
chr1,28200000,28299999,0.0023
chr1,28300000,28399999,0.0022
chr1,28400000,28499999,0.00274
chr1,28500000,28599999,0.00281
chr1,28600000,28699999,0.00155
chr1,28700000,28799999,0.00245
chr1,28800000,28899999,0.00203
chr1,28900000,28999999,0.00219
chr1,29000000,29099999,0.0034
chr1,29100000,29199999,0.00232
chr1,29200000,29299999,0.00178
chr1,29300000,29399999,0.00271
chr1,29400000,29499999,0.00261
chr1,29500000,29599999,0.00321
chr1,29600000,29699999,0.0042
chr1,29700000,29799999,0.00149
chr1,29800000,29899999,0.00319
chr1,29900000,29999999,0.00398
chr1,30000000,30099999,0.00359
chr1,30100000,30199999,0.00356
chr1,30200000,30299999,0.00497
chr1,30300000,30399999,0.00345
chr1,30400000,30499999,0.00386
chr1,30500000,30599999,0.0045
chr1,30600000,30699999,0.01573
chr1,30700000,30799999,0.00946
chr1,30800000,30899999,0.0062
chr1,30900000,30999999,0.00388
chr1,31000000,31099999,0.00347
chr1,31100000,31199999,0.00238
chr1,31200000,31299999,0.00203
chr1,31300000,31399999,0.00326
chr1,31400000,31499999,0.0039
chr1,31500000,31599999,0.00318
chr1,31600000,31699999,0.0037
chr1,31700000,31799999,0.00704
chr1,31800000,31899999,0.0024
chr1,31900000,31999999,0.00209
chr1,32000000,32099999,0.00197
chr1,32100000,32199999,0.00251
chr1,32200000,32299999,0.00184
chr1,32300000,32399999,0.00162
chr1,32400000,32499999,0.00153
chr1,32500000,32599999,0.00161
chr1,32600000,32699999,0.00163
chr1,32700000,32799999,0.00241
chr1,32800000,32899999,0.00309
chr1,32900000,32999999,0.00352
chr1,33000000,33099999,0.00252
chr1,33100000,33199999,0.00177
chr1,33200000,33299999,0.00216
chr1,33300000,33399999,0.0028
chr1,33400000,33499999,0.00328
chr1,33500000,33599999,0.00317
chr1,33600000,33699999,0.0033
chr1,33700000,33799999,0.00303
chr1,33800000,33899999,0.00283
chr1,33900000,33999999,0.00473
chr1,34000000,34099999,0.00717
chr1,34100000,34199999,0.00266
chr1,34200000,34299999,0.00389
chr1,34300000,34399999,0.01744
chr1,34400000,34499999,0.01122
chr1,34500000,34599999,0.00326
chr1,34600000,34699999,0.0032
chr1,34700000,34799999,0.00256
chr1,34800000,34899999,0.01841
chr1,34900000,34999999,0.00348
chr1,35000000,35099999,0.00414
chr1,35100000,35199999,0.00329
chr1,35200000,35299999,0.00401
chr1,35300000,35399999,0.00267
chr1,35400000,35499999,0.00254
chr1,35500000,35599999,0.00228
chr1,35600000,35699999,0.00215
chr1,35700000,35799999,0.00173
chr1,35800000,35899999,0.00176
chr1,35900000,35999999,0.00208
chr1,36000000,36099999,0.00156
chr1,36100000,36199999,0.00163
chr1,36200000,36299999,0.00146
chr1,36300000,36399999,0.00254
chr1,36400000,36499999,0.00229
chr1,36500000,36599999,0.00218
chr1,36600000,36699999,0.00322
chr1,36700000,36799999,0.00368
chr1,36800000,36899999,0.00292
chr1,36900000,36999999,0.00337
chr1,37000000,37099999,0.00225
chr1,37100000,37199999,0.00328
chr1,37200000,37299999,0.00264
chr1,37300000,37399999,0.0036
chr1,37400000,37499999,0.00553
chr1,37500000,37599999,0.00301
chr1,37600000,37699999,0.00403
chr1,37700000,37799999,0.00242
chr1,37800000,37899999,0.00227
chr1,37900000,37999999,0.00376
chr1,38000000,38099999,0.00249
chr1,38100000,38199999,0.00232
chr1,38200000,38299999,0.00234
chr1,38300000,38399999,0.00272
chr1,38400000,38499999,0.00285
chr1,38500000,38599999,0.00348
chr1,38600000,38699999,0.00327
chr1,38700000,38799999,0.00234
chr1,38800000,38899999,0.00359
chr1,38900000,38999999,0.0028
chr1,39000000,39099999,0.00452
chr1,39100000,39199999,0.00362
chr1,39200000,39299999,0.00368
chr1,39300000,39399999,0.00267
chr1,39400000,39499999,0.00232
chr1,39500000,39599999,0.00181
chr1,39600000,39699999,0.00281
chr1,39700000,39799999,0.00402
chr1,39800000,39899999,0.00269
chr1,39900000,39999999,0.00362
chr1,40000000,40099999,0.00469
chr1,40100000,40199999,0.00269
chr1,40200000,40299999,0.00314
chr1,40300000,40399999,0.00298
chr1,40400000,40499999,0.00183
chr1,40500000,40599999,0.00354
chr1,40600000,40699999,0.0196
chr1,40700000,40799999,0.0033
chr1,40800000,40899999,0.00294
chr1,40900000,40999999,0.00253
chr1,41000000,41099999,0.00341
chr1,41100000,41199999,0.00353
chr1,41200000,41299999,0.00263
chr1,41300000,41399999,0.00383
chr1,41400000,41499999,0.00392
chr1,41500000,41599999,0.00312
chr1,41600000,41699999,0.00293
chr1,41700000,41799999,0.00434
chr1,41800000,41899999,0.00358
chr1,41900000,41999999,0.00252
chr1,42000000,42099999,0.00319
chr1,42100000,42199999,0.00275
chr1,42200000,42299999,0.00757
chr1,42300000,42399999,0.00376
chr1,42400000,42499999,0.00574
chr1,42500000,42599999,0.00243
chr1,42600000,42699999,0.00316
chr1,42700000,42799999,0.00546
chr1,42800000,42899999,0.00306
chr1,42900000,42999999,0.00207
chr1,43000000,43099999,0.00332
chr1,43100000,43199999,0.00369
chr1,43200000,43299999,0.00319
chr1,43300000,43399999,0.00859
chr1,43400000,43499999,0.00387
chr1,43500000,43599999,0.00258
chr1,43600000,43699999,0.00178
chr1,43700000,43799999,0.00223
chr1,43800000,43899999,0.00356
chr1,43900000,43999999,0.00247
chr1,44000000,44099999,0.0028
chr1,44100000,44199999,0.00235
chr1,44200000,44299999,0.00226
chr1,44300000,44399999,0.00352
chr1,44400000,44499999,0.0018
chr1,44500000,44599999,0.00214
chr1,44600000,44699999,0.00233
chr1,44700000,44799999,0.00352
chr1,44800000,44899999,0.0027
chr1,44900000,44999999,0.00223
chr1,45000000,45099999,0.00318
chr1,45100000,45199999,0.003
chr1,45200000,45299999,0.00326
chr1,45300000,45399999,0.00311
chr1,45400000,45499999,0.00988
chr1,45500000,45599999,0.00692
chr1,45600000,45699999,0.00221
chr1,45700000,45799999,0.00416
chr1,45800000,45899999,0.00217
chr1,45900000,45999999,0.00228
chr1,46000000,46099999,0.00335
chr1,46100000,46199999,0.00219
chr1,46200000,46299999,0.0039
chr1,46300000,46399999,0.00213
chr1,46400000,46499999,0.00229
chr1,46500000,46599999,0.00297
chr1,46600000,46699999,0.00235
chr1,46700000,46799999,0.00408
chr1,46800000,46899999,0.00346
chr1,46900000,46999999,0.00427
chr1,47000000,47099999,0.00576
chr1,47100000,47199999,0.00518
chr1,47200000,47299999,0.00538
chr1,47300000,47399999,0.00647
chr1,47400000,47499999,0.00564
chr1,47500000,47599999,0.00345
chr1,47600000,47699999,0.00313
chr1,47700000,47799999,0.00347
chr1,47800000,47899999,0.00337
chr1,47900000,47999999,0.00198
chr1,48000000,48099999,0.00281
chr1,48100000,48199999,0.00316
chr1,48200000,48299999,0.00273
chr1,48300000,48399999,0.01284
chr1,48400000,48499999,0.00352
chr1,48500000,48599999,0.00359
chr1,48600000,48699999,0.00203
chr1,48700000,48799999,0.00309
chr1,48800000,48899999,0.00264
chr1,48900000,48999999,0.00329
chr1,49000000,49099999,0.0026
chr1,49100000,49199999,0.0032
chr1,49200000,49299999,0.00736
chr1,49300000,49399999,0.00228
chr1,49400000,49499999,0.00525
chr1,49500000,49599999,0.00283
chr1,49600000,49699999,0.0013
chr1,49700000,49799999,0.00141
chr1,49800000,49899999,0.00222
chr1,49900000,49999999,0.00144
chr1,50000000,50099999,0.00132
chr1,50100000,50199999,0.0057
chr1,50200000,50299999,0.00129
chr1,50300000,50399999,0.00172
chr1,50400000,50499999,0.00238
chr1,50500000,50599999,0.00219
chr1,50600000,50699999,0.00295
chr1,50700000,50799999,0.00155
chr1,50800000,50899999,0.00144
chr1,50900000,50999999,0.0017
chr1,51000000,51099999,0.00153
chr1,51100000,51199999,0.00236
chr1,51200000,51299999,0.00178
chr1,51300000,51399999,0.00161
chr1,51400000,51499999,0.00141
chr1,51500000,51599999,0.00152
chr1,51600000,51699999,0.00267
chr1,51700000,51799999,0.00256
chr1,51800000,51899999,0.00137
chr1,51900000,51999999,0.00129
chr1,52000000,52099999,0.0023
chr1,52100000,52199999,0.00289
chr1,52200000,52299999,0.00257
chr1,52300000,52399999,0.00245
chr1,52400000,52499999,0.00415
chr1,52500000,52599999,0.00169
chr1,52600000,52699999,0.0018
chr1,52700000,52799999,0.0015
chr1,52800000,52899999,0.0031
chr1,52900000,52999999,0.0034
chr1,53000000,53099999,0.00335
chr1,53100000,53199999,0.00259
chr1,53200000,53299999,0.00431
chr1,53300000,53399999,0.00592
chr1,53400000,53499999,0.00251
chr1,53500000,53599999,0.0033
chr1,53600000,53699999,0.0027
chr1,53700000,53799999,0.00299
chr1,53800000,53899999,0.00326
chr1,53900000,53999999,0.00311
chr1,54000000,54099999,0.00225
chr1,54100000,54199999,0.00276
chr1,54200000,54299999,0.00231
chr1,54300000,54399999,0.00309
chr1,54400000,54499999,0.00363
chr1,54500000,54599999,0.00314
chr1,54600000,54699999,0.00463
chr1,54700000,54799999,0.00324
chr1,54800000,54899999,0.00424
chr1,54900000,54999999,0.00406
chr1,55000000,55099999,0.00415
chr1,55100000,55199999,0.00388
chr1,55200000,55299999,0.00553
chr1,55300000,55399999,0.00219
chr1,55400000,55499999,0.00277
chr1,55500000,55599999,0.00407
chr1,55600000,55699999,0.00333
chr1,55700000,55799999,0.00372
chr1,55800000,55899999,0.005
chr1,55900000,55999999,0.00289
chr1,56000000,56099999,0.00266
chr1,56100000,56199999,0.00323
chr1,56200000,56299999,0.0028
chr1,56300000,56399999,0.00276
chr1,56400000,56499999,0.00348
chr1,56500000,56599999,0.00464
chr1,56600000,56699999,0.00577
chr1,56700000,56799999,0.00261
chr1,56800000,56899999,0.00353
chr1,56900000,56999999,0.0035
chr1,57000000,57099999,0.00334
chr1,57100000,57199999,0.00369
chr1,57200000,57299999,0.00319
chr1,57300000,57399999,0.00352
chr1,57400000,57499999,0.00444
chr1,57500000,57599999,0.00335
chr1,57600000,57699999,0.0039
chr1,57700000,57799999,0.00384
chr1,57800000,57899999,0.00331
chr1,57900000,57999999,0.00339
chr1,58000000,58099999,0.00306
chr1,58100000,58199999,0.00343
chr1,58200000,58299999,0.00383
chr1,58300000,58399999,0.0056
chr1,58400000,58499999,0.0024
chr1,58500000,58599999,0.00496
chr1,58600000,58699999,0.00562
chr1,58700000,58799999,0.00619
chr1,58800000,58899999,0.00476
chr1,58900000,58999999,0.0036
chr1,59000000,59099999,0.00273
chr1,59100000,59199999,0.00349
chr1,59200000,59299999,0.00308
chr1,59300000,59399999,0.00322
chr1,59400000,59499999,0.00376
chr1,59500000,59599999,0.00257
chr1,59600000,59699999,0.00297
chr1,59700000,59799999,0.00327
chr1,59800000,59899999,0.00294
chr1,59900000,59999999,0.00222
chr1,60000000,60099999,0.00196
chr1,60100000,60199999,0.00339
chr1,60200000,60299999,0.00272
chr1,60300000,60399999,0.0028
chr1,60400000,60499999,0.00236
chr1,60500000,60599999,0.00187
chr1,60600000,60699999,0.00313
chr1,60700000,60799999,0.00221
chr1,60800000,60899999,0.00233
chr1,60900000,60999999,0.0033
chr1,61000000,61099999,0.00325
chr1,61100000,61199999,0.00328
chr1,61200000,61299999,0.00267
chr1,61300000,61399999,0.00209
chr1,61400000,61499999,0.00229
chr1,61500000,61599999,0.00263
chr1,61600000,61699999,0.00311
chr1,61700000,61799999,0.00327
chr1,61800000,61899999,0.004
chr1,61900000,61999999,0.00361
chr1,62000000,62099999,0.00281
chr1,62100000,62199999,0.00372
chr1,62200000,62299999,0.00438
chr1,62300000,62399999,0.00328
chr1,62400000,62499999,0.00437
chr1,62500000,62599999,0.00418
chr1,62600000,62699999,0.00266
chr1,62700000,62799999,0.00196
chr1,62800000,62899999,0.00189
chr1,62900000,62999999,0.00333
chr1,63000000,63099999,0.00225
chr1,63100000,63199999,0.00284
chr1,63200000,63299999,0.00531
chr1,63300000,63399999,0.00357
chr1,63400000,63499999,0.00353
chr1,63500000,63599999,0.00247
chr1,63600000,63699999,0.00279
chr1,63700000,63799999,0.00317
chr1,63800000,63899999,0.0034
chr1,63900000,63999999,0.00523
chr1,64000000,64099999,0.00292
chr1,64100000,64199999,0.00248
chr1,64200000,64299999,0.00285
chr1,64300000,64399999,0.00378
chr1,64400000,64499999,0.00342
chr1,64500000,64599999,0.00557
chr1,64600000,64699999,0.00336
chr1,64700000,64799999,0.00233
chr1,64800000,64899999,0.00311
chr1,64900000,64999999,0.0024
chr1,65000000,65099999,0.00238
chr1,65100000,65199999,0.00326
chr1,65200000,65299999,0.00309
chr1,65300000,65399999,0.00305
chr1,65400000,65499999,0.00276
chr1,65500000,65599999,0.00324
chr1,65600000,65699999,0.00319
chr1,65700000,65799999,0.00319
chr1,65800000,65899999,0.00445
chr1,65900000,65999999,0.00358
chr1,66000000,66099999,0.00236
chr1,66100000,66199999,0.00245
chr1,66200000,66299999,0.00323
chr1,66300000,66399999,0.00305
chr1,66400000,66499999,0.00336
chr1,66500000,66599999,0.00293
chr1,66600000,66699999,0.00306
chr1,66700000,66799999,0.0053
chr1,66800000,66899999,0.00446
chr1,66900000,66999999,0.00302
chr1,67000000,67099999,0.00291
chr1,67100000,67199999,0.00248
chr1,67200000,67299999,0.00284
chr1,67300000,67399999,0.00367
chr1,67400000,67499999,0.00335
chr1,67500000,67599999,0.00328
chr1,67600000,67699999,0.00312
chr1,67700000,67799999,0.00412
chr1,67800000,67899999,0.00352
chr1,67900000,67999999,0.00293
chr1,68000000,68099999,0.00299
chr1,68100000,68199999,0.00286
chr1,68200000,68299999,0.0026
chr1,68300000,68399999,0.00364
chr1,68400000,68499999,0.00402
chr1,68500000,68599999,0.00302
chr1,68600000,68699999,0.00407
chr1,68700000,68799999,0.00312
chr1,68800000,68899999,0.0034
chr1,68900000,68999999,0.00286
chr1,69000000,69099999,0.0028
chr1,69100000,69199999,0.0022
chr1,69200000,69299999,0.00223
chr1,69300000,69399999,0.00265
chr1,69400000,69499999,0.00283
chr1,69500000,69599999,0.00282
chr1,69600000,69699999,0.00319
chr1,69700000,69799999,0.00268
chr1,69800000,69899999,0.00424
chr1,69900000,69999999,0.0033
chr1,70000000,70099999,0.00243
chr1,70100000,70199999,0.00318
chr1,70200000,70299999,0.00241
chr1,70300000,70399999,0.0023
chr1,70400000,70499999,0.00132
chr1,70500000,70599999,0.00167
chr1,70600000,70699999,0.0025
chr1,70700000,70799999,0.00387
chr1,70800000,70899999,0.0042
chr1,70900000,70999999,0.00296
chr1,71000000,71099999,0.0027
chr1,71100000,71199999,0.00317
chr1,71200000,71299999,0.00378
chr1,71300000,71399999,0.00198
chr1,71400000,71499999,0.00206
chr1,71500000,71599999,0.00217
chr1,71600000,71699999,0.00181
chr1,71700000,71799999,0.00251
chr1,71800000,71899999,0.00313
chr1,71900000,71999999,0.00278
chr1,72000000,72099999,0.00255
chr1,72100000,72199999,0.00376
chr1,72200000,72299999,0.0036
chr1,72300000,72399999,0.0029
chr1,72400000,72499999,0.0025
chr1,72500000,72599999,0.00231
chr1,72600000,72699999,0.00281
chr1,72700000,72799999,0.003
chr1,72800000,72899999,0.0033
chr1,72900000,72999999,0.00317
chr1,73000000,73099999,0.00282
chr1,73100000,73199999,0.00283
chr1,73200000,73299999,0.00196
chr1,73300000,73399999,0.00385
chr1,73400000,73499999,0.00276
chr1,73500000,73599999,0.00226
chr1,73600000,73699999,0.00353
chr1,73700000,73799999,0.00313
chr1,73800000,73899999,0.00312
chr1,73900000,73999999,0.00259
chr1,74000000,74099999,0.0031
chr1,74100000,74199999,0.00361
chr1,74200000,74299999,0.00244
chr1,74300000,74399999,0.00244
chr1,74400000,74499999,0.00248
chr1,74500000,74599999,0.00279
chr1,74600000,74699999,0.00232
chr1,74700000,74799999,0.00326
chr1,74800000,74899999,0.00221
chr1,74900000,74999999,0.00309
chr1,75000000,75099999,0.00284
chr1,75100000,75199999,0.00277
chr1,75200000,75299999,0.00233
chr1,75300000,75399999,0.0027
chr1,75400000,75499999,0.00258
chr1,75500000,75599999,0.00299
chr1,75600000,75699999,0.00299
chr1,75700000,75799999,0.00228
chr1,75800000,75899999,0.00405
chr1,75900000,75999999,0.00379
chr1,76000000,76099999,0.00416
chr1,76100000,76199999,0.00432
chr1,76200000,76299999,0.00413
chr1,76300000,76399999,0.00419
chr1,76400000,76499999,0.00328
chr1,76500000,76599999,0.00338
chr1,76600000,76699999,0.00293
chr1,76700000,76799999,0.00303
chr1,76800000,76899999,0.00376
chr1,76900000,76999999,0.00314
chr1,77000000,77099999,0.00281
chr1,77100000,77199999,0.00228
chr1,77200000,77299999,0.00329
chr1,77300000,77399999,0.00238
chr1,77400000,77499999,0.00298
chr1,77500000,77599999,0.00413
chr1,77600000,77699999,0.00334
chr1,77700000,77799999,0.00291
chr1,77800000,77899999,0.00162
chr1,77900000,77999999,0.00129
chr1,78000000,78099999,0.00161
chr1,78100000,78199999,0.0016
chr1,78200000,78299999,0.00194
chr1,78300000,78399999,0.00325
chr1,78400000,78499999,0.00305
chr1,78500000,78599999,0.00344
chr1,78600000,78699999,0.00238
chr1,78700000,78799999,0.00322
chr1,78800000,78899999,0.00208
chr1,78900000,78999999,0.00376
chr1,79000000,79099999,0.00289
chr1,79100000,79199999,0.00416
chr1,79200000,79299999,0.00368
chr1,79300000,79399999,0.00385
chr1,79400000,79499999,0.00345
chr1,79500000,79599999,0.00329
chr1,79600000,79699999,0.00376
chr1,79700000,79799999,0.00354
chr1,79800000,79899999,0.0036
chr1,79900000,79999999,0.00372
chr1,80000000,80099999,0.00407
chr1,80100000,80199999,0.00359
chr1,80200000,80299999,0.0035
chr1,80300000,80399999,0.00303
chr1,80400000,80499999,0.00294
chr1,80500000,80599999,0.00314
chr1,80600000,80699999,0.00301
chr1,80700000,80799999,0.00339
chr1,80800000,80899999,0.00251
chr1,80900000,80999999,0.00401
chr1,81000000,81099999,0.00322
chr1,81100000,81199999,0.00377
chr1,81200000,81299999,0.00239
chr1,81300000,81399999,0.00381
chr1,81400000,81499999,0.00326
chr1,81500000,81599999,0.00338
chr1,81600000,81699999,0.00394
chr1,81700000,81799999,0.00357
chr1,81800000,81899999,0.0027
chr1,81900000,81999999,0.00273
chr1,82000000,82099999,0.00361
chr1,82100000,82199999,0.00282
chr1,82200000,82299999,0.00266
