chr,start,end
chr1,13367545,13371633
chr1,13369332,13371570
chr1,13425531,13429749
chr1,13479750,13646596
chr1,13479750,13548787
chr1,13495637,13499583
chr1,13500054,13526470
chr1,13501885,13524449
chr1,13504613,13508603
chr1,13504613,13508603
chr1,13514247,13526460
chr1,13514247,13526460
chr1,13518020,13526362
chr1,13518805,13526362
chr1,13520971,13526470
chr1,13531660,13557538
chr1,13565664,13592814
chr1,13565664,13592814
chr1,13568837,13579251
chr1,13584028,13592814
chr1,13588379,13590118
chr1,13588379,13592465
chr1,13588379,13592465
chr1,13590166,13592402
chr1,13649766,13653992
chr1,13754295,13756999
chr1,15653128,15671517
chr1,15672537,15690849
chr1,15866849,15868126
chr1,15992825,16003751
chr1,15992825,15993961
chr1,16219520,16239664
chr1,16241355,16262172
chr1,16594437,16597225
chr1,16653317,16654439
chr1,16666297,16673188
chr1,16666297,16673153
chr1,16673525,16705956
chr1,16673525,16678599
chr1,16681943,16686000
chr1,16682466,16687574
chr1,16697955,16715982
chr1,16697955,16715982
chr1,16702592,16706070
chr1,16702592,16706070
chr1,16702592,16703625
chr1,16706127,16757874
chr1,16706127,16724226
chr1,16710924,16718473
chr1,16710924,16718473
chr1,16717685,16723338
chr1,16717685,16723338
chr1,16717685,16723338
chr1,16724224,16728211
chr1,16724224,16728211
chr1,16724224,16728211
chr1,16724224,16728211
chr1,16724224,16728211
chr1,16724224,16725821
chr1,16727328,16751955
chr1,16727328,16747404
chr1,16730499,16746714
chr1,16730499,16746714
chr1,16747400,16751955
chr1,16747400,16748477
chr1,16749386,16766450
chr1,16751952,16766925
chr1,16751952,16766903
chr1,16751952,16766619
chr1,16759829,16778548
chr1,16760999,16766906
chr1,16760999,16766624
chr1,16761154,16762575
chr1,16762866,16766925
chr1,16763194,16784844
chr1,16763194,16784844
chr1,16763194,16779513
chr1,16763194,16779513
chr1,16763194,16778548
chr1,16763194,16778548
chr1,16763194,16776676
chr1,16763194,16766925
chr1,16763194,16766925
chr1,16763194,16766925
chr1,16763194,16766925
chr1,16763194,16766925
chr1,16763194,16766925
chr1,16763194,16766925
chr1,16763194,16766624
chr1,16763411,16784844
chr1,16763515,16784844
chr1,16773489,16778548
chr1,16778566,16784844
chr1,16779516,16784844
chr1,16779753,16785812
chr1,16779753,16785812
chr1,16779753,16784844
chr1,16779753,16782953
chr1,16779758,16784844
chr1,16779758,16784844
chr1,16779810,16784844
chr1,16783811,16791703
chr1,16784862,16791202
chr1,16785815,16798177
chr1,16786047,16798177
chr1,16786052,16791202
chr1,16786052,16791218
chr1,16786052,16791218
chr1,16786052,16789254
chr1,16786063,16791699
chr1,16786063,16791699
chr1,16786115,16798214
chr1,16798252,16808797
chr1,16798270,16812947
chr1,16798644,16804679
chr1,16801904,16813340
chr1,16801904,16813340
chr1,16801904,16809036
chr1,16801904,16809036
chr1,16802893,16806988
chr1,16816355,16818048
chr1,16816355,16818048
chr1,16816417,16817929
chr1,16816669,16817929
chr1,16818046,16836185
chr1,16823504,16829008
chr1,16829122,16836185
chr1,16829402,16833820
chr1,16836188,16849358
chr1,16844714,16879745
chr1,16849377,16855556
chr1,16855561,16857316
chr1,16857362,16868646
chr1,16857362,16858607
chr1,16858790,16868643
chr1,16858790,16868646
chr1,16863594,16868634
chr1,16863594,16868634
chr1,16868646,16886179
chr1,16868646,16886179
chr1,16879741,16887866
chr1,16879741,16880818
chr1,16880849,16886179
chr1,16882173,16884708
chr1,16888137,16919808
chr1,16919821,16922864
chr1,16924075,16960932
chr1,16924075,16936982
chr1,16924075,16936982
chr1,16924748,16934618
chr1,16924748,16934618
chr1,16936982,16948270
chr1,16936982,16946839
chr1,16936985,16946839
chr1,16936994,16942034
chr1,16936994,16942034
chr1,16946895,16947929
chr1,16946895,16947929
chr1,16947022,16948270
chr1,16948316,16950071
chr1,16950076,16956254
chr1,16956273,16960932
chr1,16961017,16998245
chr1,17048246,17102262
chr1,17048246,17056719
chr1,17048246,17054150
chr1,17048246,17054150
chr1,17048246,17054150
chr1,17048246,17054150
chr1,17054147,17078745
chr1,17054147,17058678
chr1,17057623,17058699
chr1,17058695,17078745
chr1,17059380,17075584
chr1,17059380,17075584
chr1,17077862,17082575
chr1,17077862,17082575
chr1,17077862,17082575
chr1,17077862,17082575
chr1,17077862,17082575
chr1,17080261,17082575
chr1,17082574,17104269
chr1,17085201,17090825
chr1,17085201,17090825
chr1,17085201,17090825
chr1,17090030,17097490
chr1,17090030,17097490
chr1,17092457,17102262
chr1,17092457,17102262
chr1,17104540,17147458
chr1,17104540,17109248
chr1,17104540,17109248
chr1,17104550,17113513
chr1,17104550,17113513
chr1,17127926,17129701
chr1,17127926,17129701
chr1,17131934,17153444
chr1,17133994,17139706
chr1,17172828,17174175
chr1,17605845,17608278
chr1,17605845,17607922
chr1,17605846,17608279
chr1,17605863,17608279
chr1,17605864,17608280
chr1,19465033,19476896
chr1,19477690,19490900
chr1,20353037,20359671
chr1,21597136,21598458
chr1,21610184,21618566
chr1,21610184,21627053
chr1,21610184,21612712
chr1,21610592,21612712
chr1,21612709,21627071
chr1,21612709,21627053
chr1,21612709,21627053
chr1,21612709,21627053
chr1,21618539,21627053
chr1,21618539,21627053
chr1,21620508,21627073
chr1,21621677,21627053
chr1,21621677,21627053
chr1,21621677,21627053
chr1,21621677,21627053
chr1,21621743,21623250
chr1,21623563,21627053
chr1,21623773,21627053
chr1,21623865,21627073
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21623865,21627053
chr1,21627906,21631300
chr1,21631998,21637134
chr1,21632027,21636466
chr1,21633145,21637018
chr1,21637076,21638195
chr1,21638870,21652954
chr1,21638870,21652954
chr1,21638892,21656655
chr1,21642836,21652954
chr1,21642836,21652954
chr1,21642856,21682366
chr1,21644902,21651966
chr1,21650173,21672608
chr1,21650173,21652066
chr1,21656526,21660516
chr1,21656526,21660516
chr1,21656526,21660516
chr1,21656526,21660516
chr1,21656526,21660504
chr1,21656576,21660516
chr1,21660673,21672682
chr1,21663468,21672612
chr1,21667213,21672612
chr1,21667213,21672612
chr1,21667213,21672612
chr1,21667213,21672612
chr1,21667217,21684490
chr1,21667217,21684490
chr1,21667688,21685662
chr1,21667688,21685662
chr1,21667688,21685662
chr1,21667688,21682301
chr1,21667688,21682301
chr1,21667688,21682301
chr1,21667704,21672682
chr1,21667704,21685662
chr1,21669537,21682301
chr1,21678601,21684490
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678601,21682301
chr1,21678607,21682603
chr1,21678607,21682301
chr1,21678607,21682301
chr1,21678608,21685662
chr1,21678608,21682301
chr1,21678608,21682301
chr1,21678608,21682301
chr1,21678608,21682301
chr1,21678609,21684490
chr1,21678609,21682603
chr1,21678609,21682603
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21678609,21682301
chr1,21679094,21685662
chr1,21682916,21684424
chr1,22166435,22192094
chr1,22192100,22215280
chr1,22285517,22292030
chr1,22285517,22291494
chr1,22285517,22291485
chr1,22285520,22291479
chr1,22290505,22292023
chr1,23508879,23510403
chr1,24100130,24102271
chr1,24147278,24148587
chr1,24160006,24162502
chr1,24165522,24166799
chr1,24165537,24166802
chr1,24168160,24170699
chr1,24871298,24872340
chr1,24871323,24872348
chr1,25039867,25043361
chr1,25040236,25041335
chr1,25042260,25043399
chr1,25457961,25467103
chr1,25467103,25528106
chr1,25492430,25493734
chr1,25492434,25493734
chr1,25492471,25493732
chr1,25528104,25537432
chr1,25561501,25624406
chr1,25597786,25599083
chr1,25597786,25599053
chr1,25597788,25599048
chr1,26417659,26419968
chr1,26624375,26628804
chr1,26625323,26628788
chr1,26626990,26628800
chr1,26718205,26719499
chr1,26836957,26841332
chr1,26845233,26849746
chr1,27016316,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016320,27018417
chr1,27016335,27018417
chr1,27184406,27185421
chr1,27184407,27185424
chr1,27405906,27407821
chr1,27405913,27407825
chr1,27405913,27407819
chr1,27405913,27407825
chr1,27405913,27407810
chr1,27405913,27407816
chr1,27405913,27407807
chr1,27405913,27407804
chr1,27405913,27407824
chr1,27405913,27407818
chr1,27405914,27407817
chr1,27405914,27407800
chr1,27405920,27407810
chr1,27405920,27406953
chr1,27405928,27407818
chr1,27405928,27407799
chr1,27405928,27407804
chr1,27405928,27407807
chr1,27405936,27407803
chr1,27405937,27407790
chr1,27405937,27407818
chr1,27405996,27407789
chr1,27406001,27407819
chr1,27524408,27525605
chr1,27524408,27525596
chr1,27524443,27525596
chr1,27603324,27609289
chr1,27933340,27934948
chr1,28160844,28167881
chr1,28294157,28295511
chr1,28294268,28295484
chr1,28414639,28415918
chr1,28417197,28418792
chr1,28698261,28699407
chr1,28792794,28794548
chr1,28941834,28943086
chr1,29527480,29530431
chr1,29542684,29544363
chr1,29653337,29654379
chr1,29720194,29721699
chr1,29748215,29750669
chr1,29896802,29898018
chr1,29926247,29928028
chr1,30000105,30001862
chr1,30377851,30379068
chr1,30530543,30532227
chr1,30564292,30565806
chr1,30606619,30608381
chr1,30619579,30620599
chr1,30690942,30692638
chr1,30694374,30697309
chr1,30761869,30763625
chr1,30901929,30904456
chr1,30906510,30908195
chr1,32144609,32147148
chr1,32572039,32573280
chr1,32661414,32664449
chr1,32859024,32860138
chr1,32917827,32918839
chr1,33289171,33291683
chr1,33289171,33291682
chr1,33289171,33291683
chr1,33289171,33291683
chr1,33289171,33291683
chr1,33289171,33291682
chr1,33289171,33291134
chr1,33289171,33291404
chr1,33289173,33291679
chr1,33289173,33291683
chr1,33289173,33291680
chr1,33289173,33291681
chr1,33289173,33290553
chr1,33289183,33291683
chr1,33289200,33291680
chr1,33289200,33291683
chr1,33289201,33291685
chr1,33289234,33291684
chr1,33289237,33291658
chr1,33289239,33291683
chr1,33289248,33291679
chr1,33289250,33291678
chr1,33289300,33291330
chr1,33641723,33643061
chr1,35358967,35360384
chr1,35658240,35660127
chr1,36524554,36527944
chr1,36541983,36543522
chr1,38019386,38020487
chr1,38195252,38196524
chr1,38947104,38949496
chr1,39100749,39102975
chr1,39242304,39244164
chr1,39242739,39243984
chr1,39728393,39734984
chr1,39735864,39737855
chr1,39747786,39762734
chr1,39762936,39764127
chr1,39793029,39794094
chr1,39794096,39795183
chr1,39956823,39958253
chr1,39957230,39958266
chr1,39998608,39999805
chr1,40000001,40014937
chr1,40015793,40017806
chr1,40022327,40028490
chr1,40133687,40134820
chr1,40307948,40310907
chr1,40309760,40310907
chr1,40309887,40310907
chr1,40797599,40799310
chr1,42279547,42281103
chr1,43050203,43051630
chr1,43127900,43130679
chr1,43127900,43129702
chr1,43128307,43130586
chr1,43129175,43130621
chr1,43222672,43224590
chr1,44087697,44088822
chr1,44341301,44342964
chr1,44341306,44342960
chr1,44341322,44342964
chr1,44341322,44342964
chr1,44341322,44342951
chr1,44341361,44342950
chr1,44367610,44373619
chr1,45197870,45199229
chr1,45254660,45259038
chr1,46083602,46085434
chr1,46478257,46481197
chr1,46478469,46481197
chr1,46478469,46481197
chr1,46478469,46481197
chr1,46478469,46481197
chr1,46478469,46481213
chr1,46478469,46481197
chr1,46478469,46481197
chr1,46478469,46481212
chr1,46478469,46481218
chr1,46478469,46481213
chr1,46478469,46481197
chr1,46478469,46480089
chr1,46478469,46480089
chr1,46478469,46479961
chr1,46478469,46479961
chr1,46478469,46479785
chr1,46478471,46481213
chr1,46478478,46481197
chr1,46478484,46481197
chr1,46478490,46481213
chr1,46795677,46797061
chr1,46956161,46957295
chr1,47076804,47138943
chr1,47159991,47188614
chr1,47289541,47291035
chr1,47305499,47361189
chr1,47365812,47395404
chr1,48673961,48676029
chr1,49135048,49137142
chr1,49750669,49751944
chr1,50080549,50084748
chr1,51395699,51396729
chr1,51395721,51396777
chr1,51509447,51511512
chr1,51545721,51546777
chr1,51700363,51701426
chr1,52324971,52326581
chr1,53230042,53231546
chr1,54212859,54214299
chr1,54212871,54214403
chr1,54212871,54214396
chr1,54212871,54214286
chr1,54212871,54214053
chr1,54212890,54214400
chr1,54212890,54214292
chr1,54212891,54214303
chr1,54212900,54214303
chr1,54213213,54214403
chr1,54775027,54776336
chr1,54775027,54776336
chr1,54775027,54776336
chr1,54775027,54776335
chr1,54775027,54776336
chr1,54775027,54776318
chr1,54775027,54776336
chr1,54775031,54776350
chr1,54775031,54776337
chr1,54775031,54776336
chr1,54775031,54776336
chr1,54775031,54776336
chr1,54775031,54776336
chr1,54775031,54776336
chr1,54775031,54776336
chr1,54775031,54776336
chr1,54775031,54776280
